
"Povezane vsebine: "
" "
"- (seznam "
"HREF=http://www.stat.si/StatWeb/Common/PrikaziDokument.ashx?IdDatotek-"
"e=8173 target=_blank) Metodološka pojasnila "
" "

"Standardna klasifikacija dejavnosti: (seznam "
"HREF=../database/Meta/SKD_dejavnost.htm TARGET=_blank) opis in "
"pojasnila."

"Vkljuèena so vsa gospodinjstva, tudi zasebna gospodinjstva z "
"zaposlenim osebjem. Loèenih podatkov nimamo."

"CO2 ekvivalent"

"CO2 ekvivalent"

"CO2 ekvivalent"

